,starttime,stoptime,start station id,start station name,end station id,end station name,bikeid,name_localizedValue,usertype
7969,2018-05-07 19:01:34,2018-05-07 19:08:38,3195,Sip Ave,3210,Pershing Field,29680,$25 Off Annual Membership,Subscriber
7970,2018-05-07 19:01:40,2018-05-07 19:05:20,3186,Grove St PATH,3203,Hamilton Park,26274,Annual Membership,Subscriber
7971,2018-05-07 19:01:41,2018-05-07 19:05:25,3186,Grove St PATH,3203,Hamilton Park,29520,Annual Membership from Citi Bike App,Subscriber
7972,2018-05-07 19:03:29,2018-05-07 19:06:16,3275,Columbus Drive,3639,Harborside,26264,$25 Off Annual Membership,Subscriber
7973,2018-05-07 19:03:51,2018-05-07 19:10:20,3207,Oakland Ave,3195,Sip Ave,26237,Annual Membership from Citi Bike App,Subscriber
7974,2018-05-07 19:04:17,2018-05-07 19:34:08,3268,Lafayette Park,3268,Lafayette Park,26160,Citi Bike Annual Membership,Subscriber
7975,2018-05-07 19:04:27,2018-05-07 19:20:41,3185,City Hall,3225,Baldwin at Montgomery,26306,$25 Off Annual Membership,Subscriber
7976,2018-05-07 19:04:30,2018-05-07 19:08:59,3186,Grove St PATH,3269,Brunswick & 6th,33665,Annual Membership from Citi Bike App,Subscriber
7977,2018-05-07 19:05:40,2018-05-07 19:14:48,3195,Sip Ave,3281,Leonard Gordon Park,33597,Annual Membership,Subscriber
7978,2018-05-07 19:06:23,2018-05-07 19:10:42,3186,Grove St PATH,3276,Marin Light Rail,29571,Annual Membership,Subscriber
7979,2018-05-07 19:07:19,2018-05-07 19:19:14,3195,Sip Ave,3198,Heights Elevator,33605,Annual Membership,Subscriber
7980,2018-05-07 19:07:38,2018-05-07 19:26:27,3195,Sip Ave,3191,Union St,26304,Citi Bike Annual Membership,Subscriber
7981,2018-05-07 19:09:05,2018-05-07 19:13:56,3681,Grand St,3186,Grove St PATH,33650,Annual Membership,Subscriber
7982,2018-05-07 19:10:04,2018-05-07 19:17:14,3267,Morris Canal,3267,Morris Canal,29588,Annual Membership,Subscriber
7983,2018-05-07 19:10:19,2018-05-07 19:14:34,3481,York St,3183,Exchange Place,33565,Join Citi Bike for $14.95/month,Subscriber
7984,2018-05-07 19:10:46,2018-05-07 19:15:37,3186,Grove St PATH,3203,Hamilton Park,33568,Annual Membership,Subscriber
7985,2018-05-07 19:11:47,2018-05-07 19:17:00,3186,Grove St PATH,3681,Grand St,26232,Annual Membership from Citi Bike App,Subscriber
7986,2018-05-07 19:13:27,2018-05-07 19:22:52,3214,Essex Light Rail,3199,Newport Pkwy,33617,Annual Membership,Subscriber
7987,2018-05-07 19:13:42,2018-05-07 19:15:05,3203,Hamilton Park,3270,Jersey & 6th St,33646,Annual Membership,Subscriber
7988,2018-05-07 19:13:45,2018-05-07 19:16:36,3202,Newport PATH,3638,Washington St,33580,Annual Membership from Citi Bike App,Subscriber
7989,2018-05-07 19:14:06,2018-05-07 19:21:05,3639,Harborside,3279,Dixon Mills,26311,Annual Membership,Subscriber
7990,2018-05-07 19:14:15,2018-05-07 19:21:41,3186,Grove St PATH,3214,Essex Light Rail,33650,$25 Off Annual Membership,Subscriber
7991,2018-05-07 19:14:20,2018-05-07 19:24:05,3214,Essex Light Rail,3209,Brunswick St,26291,Annual Membership,Subscriber
7992,2018-05-07 19:14:47,2018-05-07 19:23:26,3199,Newport Pkwy,3272,Jersey & 3rd,29516,$25 Off Annual Membership,Subscriber
7993,2018-05-07 19:15:28,2018-05-07 19:18:39,3195,Sip Ave,3225,Baldwin at Montgomery,29262,Annual Membership,Subscriber
7994,2018-05-07 19:15:41,2018-05-07 19:17:41,3202,Newport PATH,3199,Newport Pkwy,26151,$25 Off Annual Membership,Subscriber
7995,2018-05-07 19:16:52,2018-05-07 19:19:21,3273,Manila & 1st,3272,Jersey & 3rd,33679,Annual Membership from Citi Bike App,Subscriber
7996,2018-05-07 19:16:53,2018-05-07 19:20:01,3186,Grove St PATH,3270,Jersey & 6th St,29602,Annual Membership,Subscriber
7997,2018-05-07 19:16:53,2018-05-07 19:22:25,3195,Sip Ave,3679,Bergen Ave,26237,Annual Membership,Subscriber
7998,2018-05-07 19:17:30,2018-05-07 19:25:27,3187,Warren St,3279,Dixon Mills,29540,Citi Bike Annual Membership,Subscriber
7999,2018-05-07 19:17:39,2018-05-07 19:20:43,3481,York St,3213,Van Vorst Park,29276,Annual Membership,Subscriber
8000,2018-05-07 19:18:09,2018-05-07 19:24:00,3275,Columbus Drive,3214,Essex Light Rail,25066,Annual Membership,Subscriber
8001,2018-05-07 19:18:31,2018-05-07 19:22:00,3276,Marin Light Rail,3186,Grove St PATH,29513,Join Citi Bike for $14.95/month,Subscriber
8002,2018-05-07 19:20:11,2018-05-07 19:37:11,3272,Jersey & 3rd,3198,Heights Elevator,33679,Annual Membership,Subscriber
8003,2018-05-07 19:20:50,2018-05-07 19:25:24,3640,Journal Square,3207,Oakland Ave,29612,Annual Membership,Subscriber
8004,2018-05-07 19:21:11,2018-05-07 19:25:40,3214,Essex Light Rail,3187,Warren St,29542,Annual Membership,Subscriber
8005,2018-05-07 19:21:13,2018-05-07 19:23:49,3183,Exchange Place,3214,Essex Light Rail,33565,Annual Membership,Subscriber
8006,2018-05-07 19:21:22,2018-05-07 19:27:50,3195,Sip Ave,3212,Christ Hospital,29243,Annual Membership,Subscriber
8007,2018-05-07 19:22:25,2018-05-07 19:27:59,3213,Van Vorst Park,3192,Liberty Light Rail,33599,Annual Membership,Subscriber
8008,2018-05-07 19:22:35,2018-05-07 19:26:30,3195,Sip Ave,3194,McGinley Square,29231,Annual Membership,Subscriber
8009,2018-05-07 19:22:39,2018-05-07 19:51:39,3184,Paulus Hook,3270,Jersey & 6th St,33621,Annual Membership,Subscriber
8010,2018-05-07 19:22:42,2018-05-07 19:29:45,3186,Grove St PATH,3214,Essex Light Rail,29513,Join Citi Bike for $14.95/month,Subscriber
8011,2018-05-07 19:22:51,2018-05-07 19:25:56,3187,Warren St,3202,Newport PATH,33637,Annual Membership,Subscriber
8012,2018-05-07 19:23:24,2018-05-07 19:38:37,3195,Sip Ave,3211,Newark Ave,29298,Annual Membership,Subscriber
8013,2018-05-07 19:23:23,2018-05-07 19:33:45,3199,Newport Pkwy,3275,Columbus Drive,33560,Annual Membership,Subscriber
8014,2018-05-07 19:23:28,2018-05-07 19:27:12,3273,Manila & 1st,3278,Monmouth and 6th,30386,Annual Membership,Subscriber
8015,2018-05-07 19:23:36,2018-05-07 19:27:41,3195,Sip Ave,3194,McGinley Square,26279,FREE Bonus Month with Annual Membership,Subscriber
8016,2018-05-07 19:23:53,2018-05-07 19:29:50,3195,Sip Ave,3207,Oakland Ave,26213,Annual Membership from Citi Bike App,Subscriber
8017,2018-05-07 19:24:05,2018-05-07 19:38:32,3195,Sip Ave,3211,Newark Ave,29530,$25 Off Annual Membership,Subscriber
8018,2018-05-07 19:24:22,2018-05-07 19:26:01,3185,City Hall,3186,Grove St PATH,33590,Annual Membership,Subscriber
8019,2018-05-07 19:24:42,2018-05-07 19:32:39,3640,Journal Square,3210,Pershing Field,29510,Annual Membership,Subscriber
8020,2018-05-07 19:24:51,2018-05-07 19:31:46,3185,City Hall,3192,Liberty Light Rail,33607,Citi Bike Annual Membership,Subscriber
8021,2018-05-07 19:25:25,2018-05-07 19:27:21,3185,City Hall,3186,Grove St PATH,29656,Annual Membership,Subscriber
8022,2018-05-07 19:25:36,2018-05-07 19:28:54,3273,Manila & 1st,3203,Hamilton Park,33572,Annual Membership,Subscriber
8023,2018-05-07 19:25:43,2018-05-07 19:33:49,3639,Harborside,3267,Morris Canal,33594,Annual Membership,Subscriber
8024,2018-05-07 19:25:51,2018-05-07 19:34:18,3273,Manila & 1st,3278,Monmouth and 6th,26164,Annual Membership,Subscriber
8025,2018-05-07 19:26:22,2018-05-07 19:33:59,3640,Journal Square,3210,Pershing Field,29654,Annual Membership,Subscriber
8026,2018-05-07 19:26:20,2018-05-07 19:43:57,3639,Harborside,3207,Oakland Ave,29211,Annual Membership from Citi Bike App,Subscriber
8027,2018-05-07 19:27:05,2018-05-07 19:38:05,3202,Newport PATH,3278,Monmouth and 6th,33637,Annual Membership,Subscriber
8028,2018-05-07 19:27:09,2018-05-07 19:37:09,3483,Montgomery St,3273,Manila & 1st,33647,Annual Membership,Subscriber
8029,2018-05-07 19:27:41,2018-05-07 19:32:22,3681,Grand St,3205,JC Medical Center,29246,Annual Membership,Subscriber
8030,2018-05-07 19:27:48,2018-05-07 19:48:32,3273,Manila & 1st,3270,Jersey & 6th St,29284,Annual Membership,Subscriber
8031,2018-05-07 19:28:21,2018-05-07 19:36:36,3207,Oakland Ave,3279,Dixon Mills,33571,Annual Membership,Subscriber
8032,2018-05-07 19:28:29,2018-05-07 19:39:22,3186,Grove St PATH,3272,Jersey & 3rd,33590,Annual Membership,Subscriber
8033,2018-05-07 19:29:23,2018-05-07 19:56:52,3267,Morris Canal,3214,Essex Light Rail,32769,Annual Membership,Subscriber
8034,2018-05-07 19:29:33,2018-05-07 19:45:44,3192,Liberty Light Rail,3202,Newport PATH,33593,Annual Membership,Subscriber
8035,2018-05-07 19:29:53,2018-05-07 19:35:04,3183,Exchange Place,3185,City Hall,29671,Join Citi Bike for $14.95/month,Subscriber
8036,2018-05-07 19:30:21,2018-05-07 20:02:01,3214,Essex Light Rail,3198,Heights Elevator,29280,Annual Membership,Subscriber
8037,2018-05-07 19:31:14,2018-05-07 19:36:10,3195,Sip Ave,3194,McGinley Square,26276,Annual Membership,Subscriber
8038,2018-05-07 19:31:19,2018-05-07 19:36:43,3275,Columbus Drive,3214,Essex Light Rail,29509,Annual Membership,Subscriber
8039,2018-05-07 19:31:34,2018-05-07 19:38:07,3678,Fairmount Ave,3206,Hilltop,29524,Citi Bike Annual Membership,Subscriber
8040,2018-05-07 19:32:07,2018-05-07 19:37:34,3273,Manila & 1st,3639,Harborside,29471,$25 Off Annual Membership,Subscriber
8041,2018-05-07 19:32:19,2018-05-07 19:43:02,3195,Sip Ave,3191,Union St,26315,$25 Off Annual Membership,Subscriber
8042,2018-05-07 19:33:07,2018-05-07 19:41:20,3183,Exchange Place,3276,Marin Light Rail,26256,Annual Membership from Citi Bike App,Subscriber
8043,2018-05-07 19:34:08,2018-05-07 19:43:53,3275,Columbus Drive,3202,Newport PATH,29293,Annual Membership,Subscriber
8044,2018-05-07 19:34:19,2018-05-07 19:43:30,3275,Columbus Drive,3202,Newport PATH,26223,Annual Membership,Subscriber
8045,2018-05-07 19:34:32,2018-05-07 19:40:01,3195,Sip Ave,3678,Fairmount Ave,26216,Annual Membership from Citi Bike App,Subscriber
8046,2018-05-07 19:35:39,2018-05-07 19:39:36,3279,Dixon Mills,3272,Jersey & 3rd,33640,Annual Membership,Subscriber
8047,2018-05-07 19:36:10,2018-05-07 19:39:11,3186,Grove St PATH,3279,Dixon Mills,29656,Annual Membership,Subscriber
8048,2018-05-07 19:36:41,2018-05-07 19:46:19,3199,Newport Pkwy,3270,Jersey & 6th St,33614,Annual Membership,Subscriber
8049,2018-05-07 19:36:52,2018-05-07 19:43:23,3183,Exchange Place,3214,Essex Light Rail,29626,Annual Membership,Subscriber
8050,2018-05-07 19:37:21,2018-05-07 19:40:05,3186,Grove St PATH,3213,Van Vorst Park,26243,Annual Membership from Citi Bike App,Subscriber
8051,2018-05-07 19:37:27,2018-05-07 19:44:24,3640,Journal Square,3212,Christ Hospital,26250,Annual Membership,Subscriber
8052,2018-05-07 19:37:32,2018-05-07 19:41:12,3183,Exchange Place,3214,Essex Light Rail,29569,Annual Membership,Subscriber
8053,2018-05-07 19:38:20,2018-05-07 19:47:12,3639,Harborside,3213,Van Vorst Park,29471,Annual Membership,Subscriber
8054,2018-05-07 19:40:52,2018-05-07 19:47:24,3211,Newark Ave,3639,Harborside,26190,Annual Membership - Save 15%,Subscriber
8055,2018-05-07 19:42:10,2018-05-07 19:44:09,3211,Newark Ave,3279,Dixon Mills,29282,Annual Membership,Subscriber
8056,2018-05-07 19:42:42,2018-05-07 19:49:48,3275,Columbus Drive,3203,Hamilton Park,29270,Annual Membership,Subscriber
8057,2018-05-07 19:42:56,2018-05-07 19:44:59,3273,Manila & 1st,3272,Jersey & 3rd,26226,Annual Membership,Subscriber
8058,2018-05-07 19:43:30,2018-05-07 19:47:34,3273,Manila & 1st,3278,Monmouth and 6th,33647,Annual Membership,Subscriber
8059,2018-05-07 19:44:23,2018-05-07 19:50:41,3640,Journal Square,3281,Leonard Gordon Park,29478,Join Citi Bike for $14.95/month,Subscriber
8060,2018-05-07 19:44:49,2018-05-07 19:56:04,3273,Manila & 1st,3194,McGinley Square,29673,Annual Membership,Subscriber
8061,2018-05-07 19:45:06,2018-05-07 19:48:08,3213,Van Vorst Park,3272,Jersey & 3rd,29541,Annual Membership,Subscriber
8062,2018-05-07 19:46:08,2018-05-07 21:42:50,3185,City Hall,3186,Grove St PATH,29269,Join Citi Bike for $14.95/month,Subscriber
8063,2018-05-07 19:46:32,2018-05-07 19:55:52,3183,Exchange Place,3272,Jersey & 3rd,29555,Annual Membership,Subscriber
8064,2018-05-07 19:48:08,2018-05-07 19:54:30,3272,Jersey & 3rd,3279,Dixon Mills,33640,Annual Membership,Subscriber
8065,2018-05-07 19:48:26,2018-05-07 19:54:32,3214,Essex Light Rail,3211,Newark Ave,29513,Annual Membership,Subscriber
8066,2018-05-07 19:49:09,2018-05-07 19:56:15,3640,Journal Square,3281,Leonard Gordon Park,29545,Join Citi Bike for $14.95/month,Subscriber
8067,2018-05-07 19:49:31,2018-05-07 20:04:27,3198,Heights Elevator,3186,Grove St PATH,33605,Annual Membership,Subscriber
8068,2018-05-07 19:49:31,2018-05-07 19:55:38,3199,Newport Pkwy,3187,Warren St,33663,Annual Membership,Subscriber
8069,2018-05-07 19:49:38,2018-05-07 20:09:46,3185,City Hall,3269,Brunswick & 6th,33618,Annual Membership,Subscriber
8070,2018-05-07 19:49:39,2018-05-07 19:52:36,3211,Newark Ave,3269,Brunswick & 6th,29298,FREE Bonus Month with Annual Membership,Subscriber
8071,2018-05-07 19:49:42,2018-05-07 19:55:40,3199,Newport Pkwy,3187,Warren St,26151,Annual Membership,Subscriber
8072,2018-05-07 19:50:09,2018-05-07 19:56:26,3638,Washington St,3184,Paulus Hook,33580,Annual Membership,Subscriber
8073,2018-05-07 19:50:16,2018-05-07 19:59:23,3206,Hilltop,3203,Hamilton Park,33629,Citi Bike Annual Membership,Subscriber
8074,2018-05-07 19:50:49,2018-05-07 19:55:08,3203,Hamilton Park,3211,Newark Ave,29520,Annual Membership,Subscriber
8075,2018-05-07 19:51:24,2018-05-07 20:01:27,3195,Sip Ave,3191,Union St,26167,Annual Membership,Subscriber
8076,2018-05-07 19:52:05,2018-05-07 19:58:21,3202,Newport PATH,3199,Newport Pkwy,29293,Annual Membership,Subscriber
8077,2018-05-07 19:53:18,2018-05-07 19:59:29,3203,Hamilton Park,3275,Columbus Drive,33568,$25 Off Annual Membership,Subscriber
8078,2018-05-07 19:53:24,2018-05-07 19:56:32,3194,McGinley Square,3195,Sip Ave,33661,Annual Membership,Subscriber
8079,2018-05-07 19:53:28,2018-05-07 19:56:19,3187,Warren St,3186,Grove St PATH,26210,Annual Membership,Subscriber
8080,2018-05-07 19:55:11,2018-05-07 20:03:11,3206,Hilltop,3196,Riverview Park,29440,Annual Membership,Subscriber
8081,2018-05-07 19:55:48,2018-05-07 20:01:25,3209,Brunswick St,3187,Warren St,29583,Annual Membership,Subscriber
8082,2018-05-07 19:57:23,2018-05-07 20:05:53,3183,Exchange Place,3276,Marin Light Rail,26161,Annual Membership,Subscriber
8083,2018-05-07 19:59:07,2018-05-07 20:03:13,3195,Sip Ave,3677,Glenwood Ave,33661,Annual Membership,Subscriber
8084,2018-05-07 19:59:49,2018-05-07 20:05:30,3279,Dixon Mills,3225,Baldwin at Montgomery,29282,FREE Bonus Month with Annual Membership,Subscriber
8085,2018-05-07 20:00:28,2018-05-07 20:06:25,3186,Grove St PATH,3214,Essex Light Rail,29218,Annual Membership,Subscriber
8086,2018-05-07 20:02:01,2018-05-07 20:10:45,3186,Grove St PATH,3269,Brunswick & 6th,26210,Annual Membership,Subscriber
8087,2018-05-07 20:02:10,2018-05-07 20:07:20,3213,Van Vorst Park,3213,Van Vorst Park,33615,Annual Membership from Citi Bike App,Subscriber
8088,2018-05-07 20:03:16,2018-05-07 20:07:19,3272,Jersey & 3rd,3213,Van Vorst Park,29541,Annual Membership,Subscriber
8089,2018-05-07 20:03:55,2018-05-07 20:09:35,3202,Newport PATH,3639,Harborside,26223,Annual Membership,Subscriber
8090,2018-05-07 20:05:26,2018-05-07 20:06:46,3677,Glenwood Ave,3678,Fairmount Ave,33661,Annual Membership,Subscriber
8091,2018-05-07 20:05:35,2018-05-07 20:15:10,3269,Brunswick & 6th,3276,Marin Light Rail,26182,Annual Membership from Citi Bike App,Subscriber
8092,2018-05-07 20:06:50,2018-05-07 20:10:18,3186,Grove St PATH,3276,Marin Light Rail,26199,Annual Membership,Subscriber
8093,2018-05-07 20:07:08,2018-05-07 20:11:16,3186,Grove St PATH,3187,Warren St,29215,$25 Off Annual Membership,Subscriber
8094,2018-05-07 20:07:08,2018-05-07 20:15:09,3186,Grove St PATH,3270,Jersey & 6th St,26195,FREE Bonus Month with Annual Membership,Subscriber
8095,2018-05-07 20:07:50,2018-05-07 20:09:02,3185,City Hall,3186,Grove St PATH,29515,Annual Membership,Subscriber
8096,2018-05-07 20:08:18,2018-05-07 20:13:14,3183,Exchange Place,3214,Essex Light Rail,26197,FREE Bonus Month with Annual Membership,Subscriber
8097,2018-05-07 20:08:32,2018-05-07 20:11:56,3186,Grove St PATH,3272,Jersey & 3rd,26214,Annual Membership from Citi Bike App,Subscriber
8098,2018-05-07 20:08:53,2018-05-07 20:17:13,3185,City Hall,3277,Communipaw & Berry Lane,29204,Annual Membership,Subscriber
8099,2018-05-07 20:08:55,2018-05-07 20:19:47,3210,Pershing Field,3220,5 Corners Library,33628,Annual Membership,Subscriber
8100,2018-05-07 20:09:19,2018-05-07 20:17:14,3186,Grove St PATH,3270,Jersey & 6th St,33605,$25 Off Annual Membership,Subscriber
8101,2018-05-07 20:10:41,2018-05-07 20:18:50,3183,Exchange Place,3276,Marin Light Rail,29592,$25 Off Annual Membership,Subscriber
8102,2018-05-07 20:11:18,2018-05-07 20:12:56,3185,City Hall,3186,Grove St PATH,29507,Annual Membership,Subscriber
8103,2018-05-07 20:13:23,2018-05-07 20:19:55,3195,Sip Ave,3193,Lincoln Park,26208,$25 Off Annual Membership,Subscriber
8104,2018-05-07 20:15:22,2018-05-07 20:16:55,3185,City Hall,3186,Grove St PATH,26170,Annual Membership,Subscriber
8105,2018-05-07 20:15:51,2018-05-07 20:24:38,3195,Sip Ave,3193,Lincoln Park,33646,FREE Bonus Month with Annual Membership,Subscriber
8106,2018-05-07 20:16:30,2018-05-07 20:20:18,3186,Grove St PATH,3213,Van Vorst Park,29256,Annual Membership,Subscriber
8107,2018-05-07 20:16:36,2018-05-07 20:19:59,3186,Grove St PATH,3279,Dixon Mills,29515,Annual Membership,Subscriber
8108,2018-05-07 20:18:04,2018-05-07 20:23:10,3220,5 Corners Library,3207,Oakland Ave,26158,Annual Membership,Subscriber
8109,2018-05-07 20:19:12,2018-05-07 20:41:29,3199,Newport Pkwy,3196,Riverview Park,33617,FREE Bonus Month with Annual Membership,Subscriber
8110,2018-05-07 20:19:44,2018-05-07 20:20:59,3185,City Hall,3186,Grove St PATH,33636,Annual Membership,Subscriber
8111,2018-05-07 20:20:31,2018-05-07 20:22:42,3186,Grove St PATH,3272,Jersey & 3rd,26170,Annual Membership,Subscriber
8112,2018-05-07 20:22:57,2018-05-07 20:27:06,3202,Newport PATH,3270,Jersey & 6th St,33593,Annual Membership,Subscriber
8113,2018-05-07 20:23:37,2018-05-07 20:25:08,3185,City Hall,3186,Grove St PATH,29642,Annual Membership,Subscriber
8114,2018-05-07 20:24:22,2018-05-07 21:03:05,3639,Harborside,3199,Newport Pkwy,33624,Annual Membership from Citi Bike App,Subscriber
8115,2018-05-07 20:24:42,2018-05-07 20:28:20,3186,Grove St PATH,3276,Marin Light Rail,33636,Annual Membership,Subscriber
8116,2018-05-07 20:25:07,2018-05-07 20:28:49,3639,Harborside,3183,Exchange Place,26264,Annual Membership,Subscriber
8117,2018-05-07 20:25:45,2018-05-07 20:29:50,3195,Sip Ave,3206,Hilltop,33676,Annual Membership,Subscriber
8118,2018-05-07 20:26:21,2018-05-07 20:31:14,3639,Harborside,3199,Newport Pkwy,29576,$25 Off Annual Membership,Subscriber
8119,2018-05-07 20:27:28,2018-05-07 20:28:50,3185,City Hall,3186,Grove St PATH,29671,Annual Membership,Subscriber
8120,2018-05-07 20:28:57,2018-05-07 20:54:48,3195,Sip Ave,3191,Union St,29634,Annual Membership,Subscriber
8121,2018-05-07 20:29:50,2018-05-07 20:34:08,3186,Grove St PATH,3278,Monmouth and 6th,29642,Annual Membership,Subscriber
8122,2018-05-07 20:30:37,2018-05-07 20:36:17,3186,Grove St PATH,3276,Marin Light Rail,29671,Annual Membership,Subscriber
8123,2018-05-07 20:31:22,2018-05-07 20:32:37,3185,City Hall,3186,Grove St PATH,26292,Annual Membership,Subscriber
8124,2018-05-07 20:32:05,2018-05-07 20:43:29,3199,Newport Pkwy,3186,Grove St PATH,26209,Annual Membership,Subscriber
8125,2018-05-07 20:32:42,2018-05-07 20:37:14,3183,Exchange Place,3186,Grove St PATH,26264,Annual Membership,Subscriber
8126,2018-05-07 20:32:41,2018-05-07 20:37:57,3639,Harborside,3186,Grove St PATH,26190,Annual Membership,Subscriber
8127,2018-05-07 20:33:14,2018-05-07 20:41:36,3201,Dey St,3281,Leonard Gordon Park,29661,$25 Off Annual Membership,Subscriber
8128,2018-05-07 20:34:40,2018-05-07 20:39:36,3272,Jersey & 3rd,3185,City Hall,29483,Annual Membership,Subscriber
8129,2018-05-07 20:34:40,2018-05-07 20:42:03,3272,Jersey & 3rd,3203,Hamilton Park,26170,Annual Membership,Subscriber
8130,2018-05-07 20:34:52,2018-05-07 20:37:35,3186,Grove St PATH,3213,Van Vorst Park,26292,Annual Membership from Citi Bike App,Subscriber
8131,2018-05-07 20:35:05,2018-05-07 20:47:12,3220,5 Corners Library,3183,Exchange Place,29490,Annual Membership from Citi Bike App,Subscriber
8132,2018-05-07 20:35:19,2018-05-07 20:36:59,3185,City Hall,3186,Grove St PATH,29600,Annual Membership,Subscriber
8133,2018-05-07 20:35:21,2018-05-07 21:36:11,3681,Grand St,3184,Paulus Hook,29522,24 Hour,Customer
8134,2018-05-07 20:35:27,2018-05-07 20:42:16,3194,McGinley Square,3195,Sip Ave,29231,Annual Membership,Subscriber
8135,2018-05-07 20:35:32,2018-05-07 20:38:41,3279,Dixon Mills,3186,Grove St PATH,26309,$25 Off Annual Membership,Subscriber
8136,2018-05-07 20:35:37,2018-05-07 20:39:55,3186,Grove St PATH,3269,Brunswick & 6th,29507,Annual Membership,Subscriber
8137,2018-05-07 20:35:43,2018-05-07 21:36:11,3681,Grand St,3184,Paulus Hook,26232,24 Hour,Customer
8138,2018-05-07 20:38:29,2018-05-07 20:40:28,3184,Paulus Hook,3183,Exchange Place,33580,Annual Membership,Subscriber
8139,2018-05-07 20:38:39,2018-05-07 20:43:01,3185,City Hall,3681,Grand St,26294,Annual Membership,Subscriber
8140,2018-05-07 20:39:14,2018-05-07 20:40:22,3185,City Hall,3186,Grove St PATH,29245,Annual Membership,Subscriber
8141,2018-05-07 20:39:51,2018-05-07 20:44:17,3267,Morris Canal,3183,Exchange Place,33594,Annual Membership,Subscriber
8142,2018-05-07 20:40:17,2018-05-07 20:45:16,3186,Grove St PATH,3203,Hamilton Park,26264,Annual Membership,Subscriber
8143,2018-05-07 20:40:25,2018-05-07 20:44:19,3186,Grove St PATH,3270,Jersey & 6th St,26190,Annual Membership,Subscriber
8144,2018-05-07 20:40:30,2018-05-07 20:47:34,3195,Sip Ave,3212,Christ Hospital,26212,Annual Membership,Subscriber
8145,2018-05-07 20:41:07,2018-05-07 20:44:03,3269,Brunswick & 6th,3272,Jersey & 3rd,26210,Annual Membership,Subscriber
8146,2018-05-07 20:42:09,2018-05-07 20:48:26,3194,McGinley Square,3191,Union St,26276,Annual Membership,Subscriber
8147,2018-05-07 20:42:09,2018-05-07 20:50:12,3203,Hamilton Park,3206,Hilltop,29270,Citi Bike Annual Membership,Subscriber
8148,2018-05-07 20:42:29,2018-05-07 20:47:42,3195,Sip Ave,3194,McGinley Square,33677,Annual Membership,Subscriber
8149,2018-05-07 20:42:47,2018-05-07 20:43:56,3185,City Hall,3186,Grove St PATH,26174,Annual Membership,Subscriber
8150,2018-05-07 20:44:07,2018-05-07 20:49:01,3206,Hilltop,3207,Oakland Ave,26238,3 Day,Customer
8151,2018-05-07 20:44:07,2018-05-07 20:49:27,3206,Hilltop,3207,Oakland Ave,29524,3 Day,Customer
8152,2018-05-07 20:44:14,2018-05-07 20:48:57,3206,Hilltop,3207,Oakland Ave,33676,3 Day,Customer
8153,2018-05-07 20:44:50,2018-05-07 21:04:15,3277,Communipaw & Berry Lane,3183,Exchange Place,29616,$25 Off Annual Membership,Subscriber
8154,2018-05-07 20:44:52,2018-05-07 20:55:15,3678,Fairmount Ave,3186,Grove St PATH,26216,Annual Membership,Subscriber
8155,2018-05-07 20:44:59,2018-05-07 20:48:56,3206,Hilltop,3207,Oakland Ave,29250,3 Day,Customer
8156,2018-05-07 20:45:40,2018-05-07 20:50:40,3186,Grove St PATH,3269,Brunswick & 6th,26309,Annual Membership,Subscriber
8157,2018-05-07 20:45:46,2018-05-07 20:49:44,3186,Grove St PATH,3203,Hamilton Park,26209,$25 Off Annual Membership,Subscriber
8158,2018-05-07 20:46:23,2018-05-07 20:48:09,3185,City Hall,3186,Grove St PATH,26201,Annual Membership,Subscriber
8159,2018-05-07 20:46:47,2018-05-07 20:55:00,3214,Essex Light Rail,3202,Newport PATH,29509,Annual Membership,Subscriber
8160,2018-05-07 20:47:22,2018-05-07 20:54:38,3195,Sip Ave,3280,Astor Place,29231,$25 Off Annual Membership,Subscriber
8161,2018-05-07 20:47:24,2018-05-07 20:53:22,3195,Sip Ave,3679,Bergen Ave,29621,Annual Membership,Subscriber
8162,2018-05-07 20:47:27,2018-05-07 20:53:11,3186,Grove St PATH,3481,York St,29600,Annual Membership,Subscriber
8163,2018-05-07 20:50:29,2018-05-07 20:52:43,3272,Jersey & 3rd,3269,Brunswick & 6th,26210,Annual Membership,Subscriber
8164,2018-05-07 20:50:34,2018-05-07 20:51:53,3185,City Hall,3186,Grove St PATH,29221,Annual Membership,Subscriber
8165,2018-05-07 20:50:42,2018-05-07 20:57:24,3678,Fairmount Ave,3195,Sip Ave,33661,Annual Membership,Subscriber
8166,2018-05-07 20:50:43,2018-05-07 20:52:41,3270,Jersey & 6th St,3211,Newark Ave,29602,Annual Membership,Subscriber
8167,2018-05-07 20:51:40,2018-05-07 20:55:50,3186,Grove St PATH,3276,Marin Light Rail,26201,Join Citi Bike for $14.95/month,Subscriber
8168,2018-05-07 20:54:09,2018-05-07 20:59:01,3275,Columbus Drive,3272,Jersey & 3rd,33560,$25 Off Annual Membership,Subscriber
8169,2018-05-07 20:54:31,2018-05-07 21:02:52,3639,Harborside,3202,Newport PATH,29485,$25 Off Annual Membership,Subscriber
8170,2018-05-07 20:55:28,2018-05-07 20:59:06,3186,Grove St PATH,3205,JC Medical Center,26216,Annual Membership from Citi Bike App,Subscriber
8171,2018-05-07 20:55:28,2018-05-07 21:02:33,3639,Harborside,3202,Newport PATH,26272,Annual Membership,Subscriber
8172,2018-05-07 20:58:22,2018-05-07 21:02:10,3183,Exchange Place,3267,Morris Canal,33594,Annual Membership,Subscriber
